ColorMark;IndID;Escaped;OriginSite;CagingSite;OriginContam;SitesPair;CageID;CageSiteID;TransplantContam;Transplant;Injection;Treatment;WeightStart;SizeStart;Weight7D;Size7D;Weight9D;Size9D;WeightEnd;SizeEnd;DailyMassChange;Death;DeathDate;MarkDate;InjectionDate;EuthanasiaDate;DaysAlive;InjectionTime;Pcaud1D7;Pcaud2D7;Pcaud3D7;MeanPcaudD7;PcaudDate;PcaudTime;Pcaud1D9;Pcaud2D9;Pcaud3D9;MeanPcaudD9;IR;IRTime;GonadsWeight;Sex;LiverWeight;GSI;HSI;Lymphocytes;Monocytes;Neutrophils;mMH2O2;mMHCLO;MuscleCarbohydrate;MuscleProtein;MuscleLipid;AvailableEnerJ;CqActb;DeltaCtCat;DeltaCtCasp3;DeltaCtGpx;DeltaCtMtl;DeltaCtPcx;DeltaCtPygl;MuscleAl;MuscleCr;MuscleCo;MuscleNi;MuscleCu;MuscleZn;MuscleAs;MuscleCd
PURPLE_PURPLE;162;No;RIOU;RIOU;HC;RIOU_CELFIG;15;3;HC;HC_HC;AMIX;HC_HC_AMIX;12.3;10;12.1;10;12.6;10;11.4;10;-0.522648084;0;NA;13/09/2018;20/09/2018;27/09/2018;14;12:00:00;2.614;2.63;2.628;2.624;22/09/2018;15:17:00;3.468;3.442;3.434;3.448;31.40243902;47.86319444;0.512;F;0.199;4.49122807;1.745614035;76;9;15;4.555655117;250.9582864;19.27334048;1708.58971;2835.843074;4563.706125;30.24251077;0.088912749;0.072817901;0.10709599;1.162725685;0.027486961;NA;1.965505539;0.055399426;0.018799858;0.104942921;1.678506942;67.94474346;0.346862445;0.289317777
WHITE_GREEN;163;No;RIOU;RIOU;HC;RIOU_CELFIG;15;3;HC;HC_HC;AMIX;HC_HC_AMIX;14.1;10.5;13.3;10.5;13.7;10.4;13.1;10.3;-0.506585613;0;NA;13/09/2018;20/09/2018;27/09/2018;14;12:00:00;2.62;2.632;2.636;2.629333333;22/09/2018;15:27:00;3.068;3.048;3.044;3.053333333;16.12576065;47.85625;0.3;F;0.115;2.290076336;0.877862595;75;16;9;3.901348935;NA;19.58236273;1181.40844;4405.175685;5606.166487;27.6639288;0.049784792;0.049406274;0.207473925;5.613609845;0.033257556;NA;1.416661885;0.079166399;0.019657341;0.491294638;2.61202822;100.6593824;0.153332816;0.216665935
UNMARKED;164;No;RIOU;RIOU;HC;RIOU_CELFIG;15;3;HC;HC_HC;AMIX;HC_HC_AMIX;17.3;10.8;16;11;16;10.9;15.4;10.8;-0.78447564;0;NA;13/09/2018;20/09/2018;27/09/2018;14;12:00:00;2.648;2.63;2.614;2.630666667;22/09/2018;15:29:00;3.44;3.408;3.42;3.422666667;30.1064369;47.85486111;0.342;F;0.107;2.220779221;0.694805195;66;25;9;3.167164419;199.4981179;44.4231063;1765.394972;2818.447225;4628.265303;27.53459569;0.056688092;0.059512206;0.301344155;3.164683439;0.030178422;0.06091504;1.449722619;0.044781382;0.013024416;0.109704435;1.675022729;53.88693013;0.24002821;0.266379565
GREEN_RED;165;No;RIOU;RIOU;HC;RIOU_CELFIG;13;1;HC;HC_HC;AMIX;HC_HC_AMIX;17.6;11.5;16.3;11.1;15.6;11.5;15.6;11.3;-0.811688312;0;NA;13/09/2018;20/09/2018;27/09/2018;14;12:30:00;2.432;2.44;2.446;2.439333333;22/09/2018;14:44:00;3.498;3.46;3.458;3.472;42.33397103;47.90694444;0.177;F;0.153;1.134615385;0.980769231;59;20;21;2.342016662;235.9255203;30.30328133;1322.658781;3143.794803;4496.756866;28.56787385;0.044211253;0.125531064;0.084175241;1.445303574;0.008174813;0.054774067;1.961110005;0.011399864;0.021080369;0.235187316;1.993413092;154.7422081;0.614592285;0.759018346
RED_GREEN;166;No;RIOU;RIOU;HC;RIOU_CELFIG;13;1;HC;HC_HC;AMIX;HC_HC_AMIX;11.4;9.5;10.8;9.5;10.9;9.7;10.6;9.6;-0.501253133;0;NA;13/09/2018;20/09/2018;27/09/2018;14;12:30:00;2.64;2.622;2.604;2.622;22/09/2018;14:31:00;3.284;3.242;3.258;3.261333333;24.38342232;47.91597222;0.501;F;0.272;4.726415094;2.566037736;83;15;2;3.641622403;237.4295378;NA;NA;NA;NA;27.17722222;0.043004458;0.075552909;0.179940486;3.231540824;0.050955098;NA;2.539157571;0.054285438;0.010352592;0.127333124;1.04748936;32.43436772;0.206801668;0.406237415
RED_RED;167;No;RIOU;RIOU;HC;RIOU_CELFIG;13;1;HC;HC_HC;PBS;HC_HC_PBS;18.7;11.5;17.2;11;17;11.3;17.3;11.1;-0.534759358;0;NA;13/09/2018;20/09/2018;27/09/2018;14;12:30:00;2.84;2.85;2.866;2.852;22/09/2018;14:40:00;2.87;2.842;2.846;2.852666667;0.023375409;47.90972222;0.122;M;0.21;0.705202312;1.213872832;79;10;11;2.851894171;244.6675031;30.96554868;2087.649874;3960.078275;6078.693698;27.25513562;0.071455497;0.133631929;0.116009929;1.140870955;0.046951489;NA;1.234753608;0.080638551;0.017219933;0.12076417;2.730556128;103.7030359;0.266316368;0.217050164
ORANGE_BLUE;168;No;RIOU;RIOU;HC;RIOU_CELFIG;13;1;HC;HC_HC;AMIX;HC_HC_AMIX;7.3;8.5;6.9;8.5;6.7;8.5;6.7;8.5;-0.587084149;0;NA;13/09/2018;20/09/2018;27/09/2018;14;12:30:00;2.02;2.028;2.012;2.02;22/09/2018;14:41:00;2.622;2.63;2.628;2.626666667;30.0330033;47.90902778;0.227;F;0.144;3.388059701;2.149253731;58;28;14;1.008791067;244.0298507;34.92902286;1394.357872;2363.86927;3793.156164;26.29270807;0.015792945;0.00466445;0.014883835;2.06722697;0.006766997;0.009301001;2.304105804;0.048987736;0.02705965;0.115630088;2.410305371;165.3527257;0.392683519;0.596416768
BLUE_BLUE;169;No;RIOU;RIOU;HC;RIOU_CELFIG;13;1;HC;HC_HC;PBS;HC_HC_PBS;21;12;19.3;11.9;19.1;12.2;19.1;11.7;-0.646258503;0;NA;13/09/2018;20/09/2018;27/09/2018;14;12:30:00;3.422;3.464;3.444;3.443333333;22/09/2018;14:39:00;4.028;4.05;4.022;4.033333333;17.13455954;47.91041667;0.124;M;0.132;0.64921466;0.691099476;77;11;12;1.605801857;166.2650602;22.83604884;1783.940655;893.7112495;2700.487953;28.92601665;0.122057994;0.319876134;0.154054666;0.430110789;0.005018385;0.123949234;2.894027671;0.014743833;0.018159072;0.20241534;2.885697821;108.0351715;0.566786751;0.410304581
PURPLE_PURPLE;170;No;RIOU;RIOU;HC;RIOU_CELFIG;13;1;HC;HC_HC;AMIX;HC_HC_AMIX;10.6;9.5;9.5;9.3;8.9;9.3;9;9.4;-1.078167116;0;NA;13/09/2018;20/09/2018;27/09/2018;14;12:30:00;2.428;2.42;2.41;2.419333333;22/09/2018;14:37:00;2.882;2.868;2.858;2.869333333;18.60016533;47.91180556;0.076;F;0.127;0.844444444;1.411111111;75;20;5;4.240240218;240.1505646;57.62661631;1500.470877;3823.068088;5381.165581;23.32790891;0.026427129;0.000815857;0.067509137;1.107333155;0.012589575;0.054487917;1.36162788;0.046616642;0.011196897;0.210486186;1.926795387;75.29115073;0.201195761;0.415069082
UNMARKED;171;No;RIOU;RIOU;HC;RIOU_CELFIG;13;1;HC;HC_HC;AMIX;HC_HC_AMIX;21.6;12.2;19.8;12;19.4;12.1;19.2;12.1;-0.793650794;0;NA;13/09/2018;20/09/2018;27/09/2018;14;11:30:00;2.644;2.66;2.648;2.650666667;22/09/2018;15:43:00;4.426;4.412;4.408;4.415333333;66.57444668;47.82430556;0.388;F;0.123;2.020833333;0.640625;96;2;2;2.053595194;249.9372647;NA;NA;NA;NA;28.1508678;0.070820959;0.141024368;0.308254814;5.276596741;0.041679383;0.08211234;2.835766602;0.020915603;0.005366717;0.198941431;1.004111067;21.40201209;0.355889519;0.203967661
WHITE_WHITE;172;No;RIOU;RIOU;HC;RIOU_CELFIG;13;1;HC;HC_HC;PBS;HC_HC_PBS;20.6;11.1;18.5;11;18.2;11.2;17.9;11.1;-0.936199723;0;NA;13/09/2018;20/09/2018;27/09/2018;14;12:30:00;3.262;3.248;3.254;3.254666667;22/09/2018;14:34:00;3.242;3.232;3.122;3.198666667;-1.720606309;47.91388889;0.115;F;0.068;0.642458101;0.379888268;76;15;9;0.985732985;263.4328358;37.47603923;1334.126288;5257.437406;6629.039733;25.7069023;0.029527;0.022008149;0.016161346;0.16111271;0.011598254;0.01621171;1.32659545;0.027448983;0.020855535;0.184600737;2.932266104;123.7259761;0.295598354;0.409758297
GREEN_GREEN;173;No;RIOU;RIOU;HC;RIOU_CELFIG;13;1;HC;HC_HC;PBS;HC_HC_PBS;25.3;13.8;22.9;13.1;22;13.5;22.5;13.2;-0.790513834;0;NA;13/09/2018;20/09/2018;27/09/2018;14;12:30:00;2.896;2.888;2.9;2.894666667;22/09/2018;14:33:00;3.126;3.13;3.118;3.124666667;7.945647167;47.91458333;0.403;F;0.175;1.791111111;0.777777778;92;5;3;0.722831994;110.9357384;32.10920763;1278.173784;598.7771673;1909.060159;26.82592137;0.045250323;0.009270532;1.363184008;11.36023966;0.039761675;0.131119116;1.568529123;0.062218578;0.010082853;0.102749801;1.616945259;45.00587298;0.344138825;0.169456478
ORANGE_ORANGE;174;No;RIOU;RIOU;HC;RIOU_CELFIG;13;1;HC;HC_HC;PBS;HC_HC_PBS;14;10.4;12.6;10.1;12.3;10.3;12.4;10;-0.816326531;0;NA;13/09/2018;20/09/2018;27/09/2018;14;12:30:00;2.87;2.844;2.852;2.855333333;22/09/2018;14:28:00;3.46;3.44;3.486;3.462;21.24678963;47.91805556;0.083;M;0.084;0.669354839;0.677419355;94;4;2;NA;NA;28.28009908;1563.371383;4893.348943;6485.000426;23.91776936;0.128542779;0.02104574;0.335229422;2.412836971;0.099706952;0.255377825;1.465270128;0.086727809;0.009170897;0.381931066;1.608130805;36.60014686;0.202912731;0.157778871
WHITE_GREEN;175;No;RIOU;RIOU;HC;RIOU_CELFIG;13;1;HC;HC_HC;AMIX;HC_HC_AMIX;12.7;9.9;11.9;9.8;11.4;9.8;11.6;10;-0.618672666;0;NA;13/09/2018;20/09/2018;27/09/2018;14;12:30:00;2.662;2.6;2.63;2.630666667;22/09/2018;14:35:00;3.472;3.467;3.452;3.463666667;31.66497719;47.91319444;0.28;F;0.206;2.413793103;1.775862069;75;18;7;4.263379319;221.3299875;16.46019665;2144.343542;2264.897715;4425.701453;29.03450068;0.073574582;0.078520258;0.706057842;14.71790766;0.043660543;NA;1.842807886;0.010040548;0.011999679;0.158796776;1.6231709;43.98479371;0.518174925;0.29364011
UNMARKED;176;No;CELFIG;RIOU;LC;RIOU_CELFIG;16;4;HC;LC_HC;AMIX;LC_HC_AMIX;8.6;8.6;8.9;8.7;8.4;9;8.6;8.9;0;0;NA;13/09/2018;20/09/2018;27/09/2018;14;11:15:00;2.4;2.41;2.406;2.405333333;22/09/2018;16:06:00;2.642;2.624;2.608;2.624666667;9.118625277;47.79791667;0.143;F;0.079;1.662790698;0.918604651;94;3;3;1.359415121;213.7931034;35.71408828;1620.365062;2935.495375;4591.574524;24.6602726;0.026104313;0.002879784;0.279609462;3.026056998;0.02116475;0.084920783;13.96785615;0.148850635;0.024245205;1.01078193;2.853730661;149.5372151;0.638082264;0.022806083
ORANGE_GREEN;177;No;CELFIG;RIOU;LC;RIOU_CELFIG;16;4;HC;LC_HC;PBS;LC_HC_PBS;5.8;8.1;5.8;8;5.6;8.2;5.9;8.1;0.123152709;0;NA;13/09/2018;20/09/2018;27/09/2018;14;11:15:00;2.222;2.21;2.204;2.212;22/09/2018;16:05:00;1.85;1.824;1.818;1.830666667;-17.23930078;47.79861111;0.068;F;0.057;1.152542373;0.966101695;86;9;5;NA;NA;33.86272367;1469.125225;2288.696386;3791.684335;24.66035537;0.020973753;0.00342986;0.322043714;3.137083203;0.010765624;0.080019362;6.865568424;0.140622794;0.019794935;0.219160711;11.31621226;153.9464645;0.78236026;0.035559822
ORANGE_BLUE;178;No;CELFIG;RIOU;LC;RIOU_CELFIG;16;4;HC;LC_HC;PBS;LC_HC_PBS;8.8;9.2;8.2;8.9;7.9;9.3;7.8;9;-0.811688312;0;NA;13/09/2018;20/09/2018;27/09/2018;14;11:15:00;2.01;2.022;2.036;2.022666667;22/09/2018;16:10:00;1.602;1.614;1.622;1.612666667;-20.27027027;47.79513889;0.198;F;0.08;2.538461538;1.025641026;72;24;4;NA;NA;30.75672012;1416.694428;2477.748717;3925.199866;25.42345042;0.019541865;0.005389334;0.17716462;2.85515585;0.009132417;0.052938305;4.36136073;0.035114287;0.019659866;0.000130187;3.132469862;122.043258;0.641515942;0.06005457
GREEN_RED;179;No;CELFIG;RIOU;LC;RIOU_CELFIG;16;4;HC;LC_HC;AMIX;LC_HC_AMIX;5.9;8.3;5.5;8;5.2;8;5.2;8.1;-0.847457627;0;NA;13/09/2018;20/09/2018;27/09/2018;14;11:15:00;1.81;1.8;1.794;1.801333333;22/09/2018;16:07:00;2.012;2.002;1.998;2.004;11.25092524;47.79722222;0.009;M;0.033;0.173076923;0.634615385;95;1;4;NA;NA;43.74005668;1541.982094;3810.021841;5395.743992;24.05108666;0.018054282;0.003258178;0.508990518;1.760269284;0.007316816;0.063204462;5.500537085;0.058278894;0.011094337;0.211201357;5.068763469;119.043219;0.412155936;0.024026723
ORANGE_RED;180;No;CELFIG;RIOU;LC;RIOU_CELFIG;16;4;HC;LC_HC;AMIX;LC_HC_AMIX;10.2;9.8;10.2;9.5;10;9.8;9.3;9.6;-0.630252101;0;NA;13/09/2018;20/09/2018;27/09/2018;14;11:15:00;2.044;2.066;2.034;2.048;22/09/2018;16:06:00;2.214;2.232;2.218;2.221333333;8.463541667;47.79791667;0.16;F;0.088;1.720430108;0.946236559;85;15;0;1.633943363;202.9850746;27.126471;1554.294867;1528.214645;3109.635983;25.35656549;0.011657734;0.000719127;0.102774204;3.38257072;0.003321729;0.039990235;1.755523644;0.06242881;0.014336817;0.286949568;2.791358324;92.25373559;0.665447237;0.0163256
ORANGE_WHITE;181;No;CELFIG;RIOU;LC;RIOU_CELFIG;16;4;HC;LC_HC;PBS;LC_HC_PBS;5.3;7.6;5.5;7.5;5.4;7.6;5.3;7.7;0;0;NA;13/09/2018;20/09/2018;27/09/2018;14;11:15:00;2.22;2.194;2.208;2.207333333;22/09/2018;16:03:00;2.642;2.634;2.66;2.645333333;19.84294775;47.8;0.046;F;0.054;0.867924528;1.018867925;87;8;5;1.262429963;NA;36.08077361;1797.536475;4205.44164;6039.058889;23.92895411;0.026947408;0.012551658;0.262389668;2.504995759;0.012875754;0.097243032;6.337028007;0.063270016;0.013546663;0.05696202;2.397763449;119.6833554;0.411682811;0.023188945
ORANGE_PURPLE;182;No;CELFIG;RIOU;LC;RIOU_CELFIG;16;4;HC;LC_HC;PBS;LC_HC_PBS;8.1;9;8.4;8.8;8.2;8.9;8.4;8.9;0.264550265;0;NA;13/09/2018;20/09/2018;27/09/2018;14;11:15:00;2.5;2.492;2.502;2.498;22/09/2018;16:04:00;2.462;2.468;2.444;2.458;-1.601281025;47.79930556;0.135;F;0.084;1.607142857;1;96;2;2;1.46709472;232.6396495;35.00927685;1005.282828;2767.40834;3807.700445;24.52870867;0.050249744;0.002068986;0.32044495;1.884534139;0.021952929;0.116973706;5.084946497;0.058402882;0.01206181;0.078488055;1.689531177;52.10767726;0.276207934;0.024687612
GREEN_GREEN;183;No;CELFIG;RIOU;LC;RIOU_CELFIG;16;4;HC;LC_HC;AMIX;LC_HC_AMIX;8.3;9.2;8.4;9;8;9.1;8;9;-0.258175559;0;NA;13/09/2018;20/09/2018;27/09/2018;14;11:15:00;2.224;2.242;2.234;2.233333333;22/09/2018;16:09:00;2.634;2.622;2.604;2.62;17.31343284;47.79583333;0.129;F;0.08;1.6125;1;91;8;1;0.847384496;103.7313433;20.15617359;1082.967183;1223.108043;2326.231399;25.52994662;0.020996548;0.002712886;0.232554685;2.952878616;0.00966795;0.047740896;2.26427119;0.036148465;0.012209774;0.120243323;1.429843317;83.04166578;0.433710313;0.023496084
GREEN_WHITE;184;No;CELFIG;RIOU;LC;RIOU_CELFIG;16;4;HC;LC_HC;AMIX;LC_HC_AMIX;7.2;8.9;7.6;8.8;7.2;8.9;7.2;8.7;0;0;NA;13/09/2018;20/09/2018;27/09/2018;14;11:15:00;2.206;2.214;2.222;2.214;22/09/2018;16:08:00;2.85;2.822;2.838;2.836666667;28.12405902;47.79652778;0.015;M;0.053;0.208333333;0.736111111;89;5;6;2.018886543;249.9372647;54.20300018;1381.830609;2344.085389;3780.118998;23.54236027;0.017063921;0.002662485;0.297280136;1.45220117;0.005839365;0.045551746;19.51104661;2.708851647;0.019527418;0.11106715;5.213514457;84.67091466;0.282731401;0.029859241
ORANGE_ORANGE;185;No;CELFIG;RIOU;LC;RIOU_CELFIG;16;4;HC;LC_HC;PBS;LC_HC_PBS;7.9;9;7.2;8.8;6.3;9;6.1;8.8;-1.627486438;0;NA;13/09/2018;20/09/2018;27/09/2018;14;11:15:00;2.052;2.044;2.06;2.052;22/09/2018;16:02:00;1.8;1.81;1.796;1.802;-12.18323587;47.80069444;0.013;F;0.04;0.213114754;0.655737705;95;5;0;1.83438137;NA;17.74023385;1374.406408;1029.036215;2421.182857;24.16203995;0.010951622;0.002635538;0.263655957;5.645026999;0.004101545;0.044255736;0.730243198;0.022363539;0.02719326;0.000130187;2.822681972;252.9571162;0.304599302;0.062117721
RED_GREEN;186;No;CELFIG;CELFIG;LC;RIOU_CELFIG;20;2;LC;LC_LC;AMIX;LC_LC_AMIX;12.2;10.2;11.6;10.2;11.3;10;11;10.1;-0.702576112;0;NA;14/09/2018;21/09/2018;28/09/2018;14;12:20:00;2.032;2.038;2.054;2.041333333;23/09/2018;10:20:00;3.402;3.392;3.382;3.392;66.16590464;48.08333333;0.046;M;0.06;0.418181818;0.545454545;96;2;2;3.821877012;119.4029851;27.87293651;1636.681937;1250.6181;2915.172974;27.35965063;0.00646307;0.055053552;0.221025389;2.214779459;0.002638876;0.058297114;1.408764278;0.210109338;0.011982418;0.121175447;2.042820192;67.59744446;0.420311412;0.011585253
UNMARKED;187;No;CELFIG;CELFIG;LC;RIOU_CELFIG;20;2;LC;LC_LC;AMIX;LC_LC_AMIX;9.1;9;8.3;9;8.3;9;8.2;8.7;-0.706436421;0;NA;14/09/2018;21/09/2018;28/09/2018;14;12:20:00;1.846;1.824;1.852;1.840666667;23/09/2018;10:22:00;3.042;3.018;3.024;3.028;64.50561391;48.08194444;0.16;F;0.079;1.951219512;0.963414634;94;0;6;5.256828491;274.8040314;24.39341056;1654.852032;1934.476359;3613.721801;24.68843079;0.025143915;0.004156038;0.27924241;1.147449602;0.031823112;0.050815616;7.836042771;0.102752766;0.013891522;0.462301357;9.826144165;105.9578643;0.369818834;0.005329648
GREEN_RED;188;No;CELFIG;CELFIG;LC;RIOU_CELFIG;20;2;LC;LC_LC;AMIX;LC_LC_AMIX;8;9.1;7.2;9;7.1;8.9;7;8.9;-0.892857143;0;NA;14/09/2018;21/09/2018;28/09/2018;14;12:20:00;1.792;1.788;1.782;1.787333333;23/09/2018;10:19:00;2.414;2.424;2.408;2.415333333;35.13614323;48.08402778;0.021;M;0.05;0.3;0.714285714;44;55;1;NA;NA;32.31075053;958.1952905;2455.177648;3445.683689;26.83349188;0.016420208;0.022046784;0.689193054;25.40377686;0.005717215;0.076961966;10.34157274;0.043056327;0.018748486;0.104587195;2.761208786;236.3665724;0.213456933;0.009218878
BLUE_BLUE;189;No;CELFIG;CELFIG;LC;RIOU_CELFIG;20;2;LC;LC_LC;PBS;LC_LC_PBS;5.4;7.8;4.9;7.7;5.1;7.7;4.7;7.6;-0.925925926;0;NA;14/09/2018;21/09/2018;28/09/2018;14;12:20:00;1.602;1.61;1.622;1.611333333;23/09/2018;10:29:00;1.5;1.504;1.51;1.504666667;-6.619776583;48.07708333;0.013;M;0.024;0.276595745;0.510638298;94;4;2;5.11176745;NA;16.98888277;1385.28288;932.7235701;2334.995333;23.5315977;0.011532352;0.00227373;0.318212794;1.870132342;0.008594006;0.06445933;0.798314688;0.115888452;0.006074286;0.00018648;0.846555917;26.92704055;0.566748319;0.004264595
WHITE_GREEN;190;No;CELFIG;CELFIG;LC;RIOU_CELFIG;20;2;LC;LC_LC;AMIX;LC_LC_AMIX;5.6;7.8;4.9;7.8;4.9;7.5;4.6;7.7;-1.275510204;0;NA;14/09/2018;21/09/2018;28/09/2018;14;12:20:00;1.6;1.59;1.582;1.590666667;23/09/2018;10:25:00;2.32;2.342;2.322;2.328;46.35373009;48.07986111;0.058;F;0.021;1.260869565;0.456521739;93;7;0;4.166178725;230.4591265;31.25431682;1070.722113;3365.861204;4467.837634;24.69260367;0.011922043;0.012174544;0.021525837;0.313812977;0.011265853;0.030527422;4.856313623;0.306591673;0.036367207;0.121830028;2.215644317;103.3059151;0.510552734;0.034114203
ORANGE_BLUE;191;No;CELFIG;CELFIG;LC;RIOU_CELFIG;20;2;LC;LC_LC;AMIX;LC_LC_AMIX;8.5;9;7.6;9.1;7.5;9;7.2;9.2;-1.092436975;0;NA;14/09/2018;21/09/2018;28/09/2018;14;12:20:00;1.8;1.792;1.782;1.791333333;23/09/2018;10:21:00;2.018;2.02;2.012;2.016666667;12.57908448;48.08263889;0.019;M;0.049;0.263888889;0.680555556;78;14;8;4.579874557;186.863711;21.70337217;1301.67634;2075.649188;3399.028901;24.41698283;0.004588148;0.000740609;0.225570617;1.721807754;0.001936151;0.027630104;4.370475118;0.108854396;0.016012545;0.280713094;1.833661707;99.0508178;0.17863427;0.009957552
GREEN_GREEN;192;No;CELFIG;CELFIG;LC;RIOU_CELFIG;20;2;LC;LC_LC;PBS;LC_LC_PBS;8.5;9;7.8;8.9;7.9;8.8;7.5;8.7;-0.840336134;0;NA;14/09/2018;21/09/2018;28/09/2018;14;12:20:00;2.262;2.252;2.258;2.257333333;23/09/2018;10:23:00;1.822;1.812;1.794;1.809333333;-19.84642646;48.08125;0.108;F;0.049;1.44;0.653333333;NA;NA;NA;3.221113736;109.0909091;20.85379386;1370.512905;1462.374977;2853.741676;23.61147086;0.013810649;0.000474163;0.187089829;2.341087336;0.005174069;0.022614884;0.759712611;0.191193935;0.020178368;0.134056218;3.167548539;156.9856127;0.573029178;0.013856976
WHITE_WHITE;193;No;CELFIG;CELFIG;LC;RIOU_CELFIG;20;2;LC;LC_LC;PBS;LC_LC_PBS;6.8;9;6.3;8.6;6.2;8.5;5.6;8.5;-1.260504202;0;NA;14/09/2018;21/09/2018;28/09/2018;14;12:20:00;1.832;1.82;1.826;1.826;23/09/2018;10:28:00;1.612;1.606;1.602;1.606666667;-12.0116831;48.07777778;0.014;M;0.032;0.25;0.571428571;89;10;1;1.319251664;106.0433295;34.15299259;999.8195827;2388.716657;3422.689232;24.89135381;0.005440284;0.004493645;0.007772234;0.474817197;0.004617317;0.015653254;13.69925737;0.374751947;0.050582984;1.811865622;1.81749017;80.20869949;0.341618796;0.028451914
ORANGE_ORANGE;194;No;CELFIG;CELFIG;LC;RIOU_CELFIG;20;2;LC;LC_LC;PBS;LC_LC_PBS;6.6;8.2;5.7;8;5.4;8.3;5.4;8.2;-1.298701299;0;NA;14/09/2018;21/09/2018;28/09/2018;14;12:20:00;1.622;1.632;1.638;1.630666667;23/09/2018;10:24:00;1.622;1.616;1.608;1.615333333;-0.940310711;48.08055556;0.005;M;0.035;0.092592593;0.648148148;NA;NA;NA;1.36713937;65.06024096;22.89868673;1006.867557;1952.888447;2982.654691;24.65003532;0.003901327;0.002825056;0.153746304;3.162430569;0.001616579;0.026382773;7.972572704;0.045142619;0.014752521;0.093652325;5.262631391;127.2630719;0.515941595;0.009738434
PURPLE_PURPLE;195;No;CELFIG;CELFIG;LC;RIOU_CELFIG;20;2;LC;LC_LC;AMIX;LC_LC_AMIX;6.2;8;5.8;8.4;5.5;8;5.3;7.9;-1.036866359;0;NA;14/09/2018;21/09/2018;28/09/2018;14;12:20:00;1.82;1.832;1.808;1.82;23/09/2018;10:27:00;2.874;2.89;2.878;2.880666667;58.27838828;48.07847222;0.008;M;0.048;0.150943396;0.905660377;88;9;3;6.090237602;280.6804374;21.36696229;1454.349222;1978.067569;3453.783753;24.30696563;0.014452111;0.006144982;0.164688073;0.994154854;0.004128927;0.071038482;2.08774397;0.025650083;0.010326723;0.073631628;1.582712548;51.91544487;0.349276075;0.006327327
RED_GREEN;196;No;RIOU;CELFIG;HC;RIOU_CELFIG;23;5;LC;HC_LC;AMIX;HC_LC_AMIX;18.8;11.7;17.1;11.3;17;11.5;16.6;11.1;-0.835866261;0;NA;14/09/2018;21/09/2018;28/09/2018;14;11:45:00;2.43;2.442;2.422;2.431333333;23/09/2018;10:46:00;3.862;3.826;3.844;3.844;58.10255004;48.04097222;0.072;M;0.088;0.43373494;0.530120482;85;8;7;2.334630754;204.4776119;28.93851927;1403.909395;4434.804353;5867.652267;26.20782226;0.051168396;0.004026417;0.87498277;4.431583395;0.03925612;0.091979813;0.0003389;0.012006431;0.012721271;0.065092947;2.089206673;97.22812486;0.387497762;0.148930435
RED_RED;197;No;RIOU;CELFIG;HC;RIOU_CELFIG;23;5;LC;HC_LC;AMIX;HC_LC_AMIX;11.7;9.9;11;10.8;10.8;9.9;10.5;9.7;-0.732600733;0;NA;14/09/2018;21/09/2018;28/09/2018;14;11:45:00;2.24;2.23;2.246;2.238666667;23/09/2018;10:50:00;3.294;3.268;3.272;3.278;46.42644431;48.03819444;0.056;M;0.092;0.533333333;0.876190476;92;2;6;4.203255518;263.1341601;20.56947753;1837.265373;5856.675499;7714.51035;24.98998782;0.156860696;0.01213578;0.034284041;0.370354506;0.032123488;0.099290257;7.806953519;0.344495794;0.01348493;0.021344176;4.937744139;111.3558289;0.425039025;0.065821074
PURPLE_PURPLE;198;No;RIOU;CELFIG;HC;RIOU_CELFIG;23;5;LC;HC_LC;PBS;HC_LC_PBS;9.3;8.9;8.7;8.8;8.2;8.9;7.9;8.8;-1.075268817;0;NA;14/09/2018;21/09/2018;28/09/2018;14;11:45:00;2.452;2.446;2.432;2.443333333;23/09/2018;10:40:00;2.85;2.83;2.824;2.834666667;16.01637108;48.04513889;0.156;F;0.078;1.974683544;0.987341772;85;10;5;6.849034797;172.8368018;22.8584258;1434.686151;2767.717388;4225.261964;25.7022021;0.072833028;0.003809866;0.204359017;1.934654521;0.05417335;0.173013112;1.967647417;0.043168256;0.01361701;0.312841133;1.744965676;61.32355756;0.289910482;0.109386942
RED_WHITE;199;No;RIOU;CELFIG;HC;RIOU_CELFIG;23;5;LC;HC_LC;AMIX;HC_LC_AMIX;26.2;13;23.8;13;23.9;13;23.3;12.9;-0.790621592;0;NA;14/09/2018;21/09/2018;28/09/2018;14;11:45:00;2.864;2.852;2.838;2.851333333;23/09/2018;10:41:00;4.24;4.244;4.222;4.235333333;48.53869535;48.04444444;0.086;M;0.16;0.369098712;0.686695279;93;2;5;1.94723481;226.7250821;33.20180093;1477.928843;3054.424899;4565.555542;28.19448107;0.043966673;0.068964449;0.204753004;4.991526443;0.026641322;NA;4.04495613;0.011224557;0.005380018;0.139321917;4.380943532;113.0272304;0.412262841;0.286121304
